sample_id,label,damping_n_s_per_m,damping_ratio,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99
underdamped-000,underdamped,4.6209717960454695,0.730639793945137,1.007326885200153,0.9767816874841007,0.8342365993369113,0.6900743291625473,0.5152749958964356,0.46846467348996484,0.3192049181273605,0.22348675231391996,0.11266468832608627,0.11108085610724172,0.05777205049146574,-0.004658553368598755,-0.03671030828363916,-0.04104825616938581,-0.05831959409577265,-0.033302634464190954,-0.04966416196915265,-0.009261147091758064,-0.03271411259434983,-0.027705159072236696,0.03344948577273555,-0.030645178841780273,-0.05281446621031389,0.007618133310364983,-0.06392178227304574,0.007591558666327608,0.029920503520689815,0.0030415213652364766,0.0014346723741339097,-0.06031843406469659,0.01778919109026527,0.012883756726892914,-0.0343300990568432,0.05805432131965927,-0.03622156942250416,-0.05002062804868117,-0.054090904349438,0.0009269658686323009,0.010213717536094891,0.01325647170830551,-0.010127303777334406,-0.024407396978271535,0.025245042618244083,-0.026969132643682944,-0.03633572170758199,0.04200289160806236,0.005295992501444337,0.014113464550838142,0.018755740880844148,-0.017168212050778085,-0.015995771519211346,0.01921111833499138,-0.01851812364661647,0.010079045112899887,-0.002683973704076883,-0.035827446828313035,0.02899292063422767,-0.03867944490285276,0.0069903381061065814,0.0020108724362063544,0.037999496498183016,-0.033587798399596525,-0.016295146665790697,-0.0030086308136918136,0.005425813302993463,0.026053980346490074,0.009333117041806085,0.000745897505830175,0.030850157346157626,0.06288189266259875,-0.040665787134875876,-0.0001724445477412988,0.022789146790692688,0.0025722316685302896,0.043039090187749623,-0.01002520854901652,-0.03042013936167381,0.026115299726869254,-0.08318700590482075,-0.014272774916959271,0.07098238135888717,0.000787303884068703,0.01073292552979432,-0.028548182316966927,-0.0006956048198671369,-0.004265963747492811,0.05575009474069413,-0.030302468568153364,-0.08285290782129058,0.012199535074106222,0.04650047539112101,-0.02065996578911674,-0.054705881179377136,-0.03218465497584248,0.01300708950366268,-0.01686775870923086,0.0012713128990572962,-0.07072549709463741,-0.015610891118921904,0.02364798753388307
underdamped-001,underdamped,2.836832531362886,0.4485426069783883,0.9920601892781137,0.9231924380109688,0.8669584838815683,0.7025399040827177,0.4777846340943752,0.29019432098856274,0.18868155565443726,-0.0011025726151813863,-0.09218288849288724,-0.10267070826833521,-0.18943243926667952,-0.2215311937548373,-0.2565144032649089,-0.17171860327380428,-0.14182847902227508,-0.12050778389541619,-0.03696163310883031,-0.06994688061095625,-0.0507747299042528,-0.005683346785751865,0.030704876749811802,-0.0056114923169453546,0.006451705081595455,0.014432261013036143,0.0329995797157886,0.0057020612977441015,0.048264894437209396,-0.05523926597610308,0.016094552243048357,-0.019779788730219416,0.0074985538020890495,0.049829831248298644,-0.013217724511746763,-0.005734116363900055,0.013828672101485641,-0.050014806655953065,0.011090565448137874,0.01730889825590199,-0.00963475835120446,0.015493855907464382,0.0009578273996782134,-0.024876587347880365,-0.04079812579052327,0.028417198033377434,0.052512866473702735,-0.02456165954566923,0.009878445210018395,-0.037862836934450764,-0.01586568394948129,-0.016929707785473456,-0.03651631976629676,-0.004795404292646892,0.02702696706620594,0.01398230011342192,-0.018371895060509697,0.039814740714640695,0.003755986328820922,0.051329244441172234,-0.041822740810736864,0.08799943663481789,-0.007727099139246731,-0.03782515394602432,-0.03427896904218634,0.025764801898137464,0.024976933521464257,0.022226924723457456,0.01613311362060855,-0.03593753605898173,-0.0064245661171969505,-0.07148712112174688,-0.02832949679454442,0.018027872876100703,-0.058410875419033594,0.06924749644046053,0.03603752874371372,-0.036288708501018334,0.019874074347741168,0.014849167410687043,-0.005956163705385208,0.01592702795929639,-0.009739405797833363,-0.0022698562908427472,0.014847887730319798,0.012886570944911935,0.008744240668453742,0.009379794536815877,0.02814282049846788,0.022897629337223478,-0.036186029747453094,-0.02322517495961413,0.043444152764419215,0.04653715943166037,0.01642705332627178,-0.008462683552295073,0.024454726299258506,0.02032579104703226,-0.046503958084438246,0.0019809322724095493,-0.04205258253099652,-0.013814198657430882
underdamped-002,underdamped,5.071652122494226,0.8018986103554517,1.0009470570548877,1.0086508563205103,0.7920401773122353,0.7162984081365489,0.6128973263228521,0.48492035554256807,0.3772220262757253,0.22621473710262432,0.17456245442130364,0.10395247613544338,0.11149640384984585,0.03499503907483864,0.016766186996534822,0.006948685905286244,-0.0471536177575451,0.002836375633797553,-0.04773700251380395,-0.009055531957583123,-0.03514750445688982,0.024324046630069214,-0.008513544884179755,0.05022448131604461,-0.07294774729881343,0.036775889672091916,0.022672072592450493,0.006654780205548244,0.06486607784108434,-0.043623366543090486,0.0059986109596348635,0.03730881539600864,0.01827929533651188,-0.011195132320210261,0.019645005054507687,-0.012239180753081426,-0.010015567333712606,-0.01967649304014177,0.03178370102356859,0.009490942104688272,0.07559223123458825,0.025483176128377787,-0.04444814603884974,0.024114579564327502,-0.032639346909076855,-0.008270059635078202,0.004242111391278751,-0.03270820729935461,-0.01516218812645264,-0.020217072754475207,0.004224604875797844,-0.002208683916611679,-0.003128493620137066,0.05118675440774986,0.01627106678448603,0.01298751651290975,0.032917326939976524,0.05586717287880792,0.041946425367376264,-0.0316520416001696,0.015843439085418142,0.02321483375951417,0.028910639756479537,-0.004233110785394494,0.002159730180187955,-0.026584421199955188,-0.011056388090573754,-0.03499223889240232,0.03822024085844667,-0.01558408354349838,-0.027980451085937448,0.008860162429540238,0.003203465698922346,-0.02058768589489739,0.011299287513768581,-0.018785708477007678,0.015299069941623163,-0.0008101691094758752,0.006521998491792521,-0.011431754490145121,-0.02008342229887961,0.007652042180642466,-0.04713500402628668,0.04154220235164315,-0.013670727601814498,0.0623003262457541,0.02015391001030814,-0.0027893260434862137,-0.01808683788901216,0.01557631680108702,0.013883252038927013,0.012933978331698,0.02518827054285384,0.003622744409156999,0.034351153078251526,-0.02301458460135226,-0.006103151670009381,0.018585465763997944,-0.023400932755252467,0.0013019665182889748,0.04604977552069242,0.0031711317584302077
underdamped-003,underdamped,4.213174649360796,0.6661614036030694,0.9859144211513393,0.9897601450173882,0.8142105507372589,0.6981486814641402,0.5901256737447527,0.39108500403721114,0.29372814383645496,0.17657429489957382,0.14084329794706646,-0.01200348138015609,-0.029390944353489948,-0.050431171464436035,-0.04410910225469618,-0.04377111004936442,-0.04592705311542081,-0.010114711221251162,-0.024306363697945647,-0.07385576506831576,-0.06995726549976705,-0.03477182452181862,-0.027680195461877763,-0.0196320243537633,0.02898721326260364,-0.01855691694061403,0.03548550310320308,0.0376888903358536,0.004560766071017653,-0.012049919760414661,0.04190760641343258,-0.022584457527057886,0.016612030676803773,0.009881594359731991,0.04013689883650578,0.011555728245743972,0.0010838273412495606,0.031844719266632335,-0.011398373572684525,0.016754959536385682,0.0037953208387686076,0.000828908284930663,-0.0446918260274634,-0.0003270835541211441,-0.03049951933506642,0.015758131269479385,0.0709835500820819,-0.00686082167794525,0.027440276517499314,0.030230432059519318,-0.034573277766673884,0.021241543041655552,-0.009449850715227753,-0.013184378196433866,0.02462652754502522,-0.016664238300054625,-0.015244432506516423,0.02275097832501313,0.038703974956979297,0.0020028684937148816,0.02002315134952324,-0.042550865284725216,-0.003043469669330779,0.013408726313064072,-0.02529126432469845,0.01933603242590072,0.008463266773038002,0.008575736269544242,0.03554972622526589,0.03796442674293316,-0.03646107679378249,-0.019658082686213732,0.016149960471496205,-0.009032616345950043,0.059703948634802266,0.03317563372695377,-0.024619840180150652,-0.022680628343149642,-0.03796331019436552,0.011142300606287117,-0.0181581386531046,-0.020275729872744216,-0.037960185579855824,0.026691486478369858,-0.022408649805785216,-0.027174879258460696,-0.05659423529497532,0.012142675749607678,0.0069130719118374265,0.021937081853379285,0.04306525152097251,0.006214012307935697,-0.010330445226936531,-0.048113472562757664,0.0032296805121841917,0.010575965918545564,0.007710715090719987,-0.05842003179216163,0.0370637229658274,0.018634944752115815,-0.011696749896078164,-0.008524474849804273
underdamped-004,underdamped,1.00145249875039,0.15834354322590802,0.9423925562741615,0.960771226033929,0.8050468576977006,0.5803203604627911,0.43259030254379016,0.16608980901494375,-0.0992808700143909,-0.3275676903510707,-0.5188403392361102,-0.5756267498008704,-0.5900830890744361,-0.575621902825226,-0.48961140143405296,-0.36019050395226726,-0.2539536951648803,-0.04180523722318254,0.10865806770665715,0.18892415504598836,0.2730932609527581,0.41250219451833803,0.3992132429905125,0.27480951737448034,0.28961746430128216,0.18717049493634452,0.10175964911283258,0.015866169891802624,-0.0493150085925683,-0.12846908525629586,-0.21817483733670412,-0.24420858935739903,-0.28224765204033386,-0.20991573990448908,-0.1672523001416279,-0.10377134261546792,-0.046398889147287556,-0.016983118956739374,0.020383002382033128,0.14097018774297548,0.08158499427006363,0.08763612789399314,0.11927457788707775,0.13047695050220112,0.14548081765559534,0.06291952766438103,-0.004117680223929901,0.032744927520461556,-0.034343097873365966,-0.079366473313797,-0.09408223984196132,-0.07389071160417064,-0.13341075229388188,-0.03072893620866768,-0.06794093508735273,-0.044538894109674015,0.005302173498734596,-0.028231966400641892,0.015012846724422824,0.026461148957721635,0.054970916453020935,0.1204479206618835,0.015474536427929543,0.04290718097812491,0.10100419278100306,0.00016452596865935976,0.06363899913169895,0.0052976465124452265,0.022421482332955725,-0.001130994327335797,-0.015270791310114912,-0.05536893376634299,-0.03376775635563858,-0.006590306006895606,-0.03410717336802018,-0.048805129590355725,-0.03841184441296834,0.040885415704680475,0.05320754433118205,-0.010559351981311433,0.014433189106010368,0.05456715363825118,0.02644569689374192,0.018273018158737504,0.0319860106060337,-0.023635607871233106,-0.015321482040987041,0.02369615533259293,0.0026624461418625787,0.007092088982718787,-0.00645310080858867,-0.04922381986818204,0.002047523191084028,0.029170413375673825,0.0074382536688361155,0.016279698431620207,-0.031188799510903743,-0.00782748011954753,-0.01148505684392254,-0.010987593036731483,-0.012967396180799187,0.024156017244030083
underdamped-005,underdamped,5.694755183046949,0.9004198547738728,1.016605937762239,0.9832365791617633,0.9145542978392087,0.7447306236000933,0.6285781643800089,0.5023788314420106,0.3441831497893219,0.27189213524264144,0.24437023389573773,0.15813714001319112,0.12341210331529473,0.04651639480661622,0.07093590820333742,0.033459699086796926,0.033482398947104176,0.02336154274508026,-0.03829465007867426,0.03870510990519187,-0.035481589863561376,-0.008427588554585325,-0.014461548609574566,0.02979431825311737,0.0018329971560644453,0.027435016467079968,0.004798345260573289,-0.00187069866551054,-0.025152950217716324,-0.014909425021948591,0.0005134195613127392,0.007262680754955933,-0.019615406826714313,0.04201396336870908,0.0089080171288066,-0.033353710015462265,0.04459118938128607,-0.05054040606316515,0.011882154612116074,-0.016269011185336888,0.04727683669156068,0.025143159451322606,-0.03487899653300963,0.030262245000431308,-0.06044595872461514,0.02515216124478307,-0.0012627337882332892,-0.02720595756285899,0.02955407148154869,0.023381023660048364,0.005917825625447441,0.008713231423718585,0.012231382670702631,-0.010495709425111573,0.016939732174196268,-0.05573487071220975,-0.10134876322700387,0.01402948074099031,0.011766200704006757,-0.019937480044289576,-0.0323170017404578,0.03968116724033925,-0.015348504850687266,-0.018074284898305436,-0.02901111415316118,0.023983649616406165,-0.06630903540443886,-0.005652525700793553,-0.021441993885980316,-0.004312446109188533,0.020058784750682568,-0.0145970583600883,-0.008278534336054905,-0.05608055145264423,-0.01644353923952624,-0.0316902278147137,0.006927332226287282,-0.0070771668201615665,-0.01323288120832265,0.004684056173168218,-0.0270094858360741,-0.03407144375285416,-0.07775624804893036,-0.002309044569338593,-0.0002546148357404079,-0.0019040857555725705,-0.01771565117047261,0.031066036314270882,-0.022709819980312126,0.053243143349939105,-0.008952020091573162,-0.02503460392538236,-0.012238725523501182,-0.002663972335204381,0.010926747816657612,0.05577581422673298,0.003659048543462475,0.0208731971317355,0.027066908251617096,0.012672000923297252,0.057080390418621944,-0.010509885729762306
underdamped-006,underdamped,4.55273044975227,0.719849889700997,0.9807830729438217,0.9193265462694958,0.8425546095614213,0.6522597914342605,0.5904413342410277,0.41381170398918526,0.3323207166531147,0.22131660487446364,0.09286932426646845,0.1297720239597995,-0.000920015765498633,-0.03333652425751665,-0.03861248272523983,-0.021498500586317075,-0.07115832704873573,-0.013612744119059089,-0.029863863411298562,-0.03441801368806584,-0.05481523422300904,-0.015004975635944879,-0.021357654177351335,-0.07006972181187993,0.0033448131119315754,-0.03159155349231653,-0.0112186976457231,-0.02687749363121583,-0.010313771822736961,-0.013164165366882993,-0.010652635635041341,-0.012936978681476682,-0.019795418947604445,0.030570285131152935,0.013378348131484398,0.015789901584406005,0.038892747649599504,-0.01686223520922436,0.012192736492575998,-0.01720227733168335,-0.02653571321588553,0.038153416781007754,-0.02697188010654579,0.07305247593615377,0.07012647806084804,-0.0660271978175999,0.026370302126540568,-0.026428366407408407,0.01597893684759495,0.004651008898010145,-0.07716034681513419,0.0023328639541280614,0.038686695864193696,0.006652995915545861,0.05591771452759169,-0.022350538757040697,0.05647345548274919,-0.0009985395187028891,-0.03991446182174179,0.0160760226910267,0.051023295094478845,0.0053232841340790215,0.0065929600014159075,0.0031114596614555718,-0.06570794386575361,0.060932994342628576,0.057101987997094664,0.04495671723268954,0.012933534486861782,0.0030577708441361737,-0.009457651635524852,0.04754204286955862,0.02480293028522852,-0.034723501330454445,-0.013879299528351713,0.010673270099962254,-0.01644649614072282,0.0211637882267157,0.06062138644868113,0.06021079207901095,0.021111154328860637,-0.02660087883196999,0.029630368242374774,-0.03653498917085418,-0.014476030395223818,-0.020330770787276457,-0.006645031653647258,0.010010946285537592,0.032691950584964574,0.009719170358526909,-0.049053595611473,0.01905560646943525,0.024483068319757457,0.02557632453402618,-0.019899563996245873,-0.0047637613806530725,-0.01298429853164562,0.02653344206307925,-0.05582262249149343,-0.01393395500984926,0.04082530243830909,-0.014031620303565156
underdamped-007,underdamped,4.685442878789223,0.7408335671795089,1.0410292600696718,0.981301947922428,0.7955640977252257,0.6926820773837041,0.6357036912063562,0.3916051830189466,0.3053277980332568,0.22624485905759564,0.15037717652662608,0.13025595977896412,0.006304449643218926,0.008777610310322655,0.008254659988022453,-0.035226161248616474,-0.05783096807004344,-0.0451200983800104,-0.06559691102271543,-0.025795885531451547,0.011608202495232665,-0.032250591249926935,0.007518980488373987,-0.06993145753408654,-0.062387190296213965,0.033569132468162954,-0.007552348669178148,0.011850014591099174,-0.045014613712205574,-0.028508045681917463,0.03591079753192951,-0.0008117053145530987,0.019770811875326085,0.0011817992566664527,0.03554231694662074,-0.016559873989579626,-0.06927061176177142,-0.02900010444845261,0.01633099859787116,0.00760480695360958,-0.008418016080835802,0.03509923038767958,-0.018706653625788314,-0.035638206556068676,0.025783709761311016,-0.021445214223567263,0.006556202316962253,-0.04430806928175868,-0.04547703430430078,-0.020379764592081066,0.06630792079183255,0.013809654620442046,-0.008811523293018748,-0.012753924947012647,0.006713482898646589,0.0038583394918181835,0.02137197575689852,0.061144010770163806,-0.010032346411033502,0.07964329938870347,-0.058092966609524906,0.006620867915202985,-0.02204022292667368,0.015719593407642438,-0.040396806091223,-0.025017751832274015,0.0009012312275477714,-0.04138433418815463,0.09443481644709628,0.0350578361297428,0.02484559460091629,0.011848751540709404,0.015263220001352551,-0.004401421299460506,0.007543879914567488,-0.007145234621473046,-0.03175339456924123,-0.005668097366623095,0.04381187541846041,0.009905070126731386,0.04931694506018081,0.030652336000284986,0.0688351732947278,0.007005911423176366,0.005334886650483894,-0.012218849532738016,0.03712482224820638,-0.012586379699706713,0.019897671217200017,-0.05119016503226917,-0.0136988992940277,0.04372717038600609,0.016060156439247755,0.04114027101499944,-0.015201726253967466,-0.0063926878857787405,-0.05052825950252463,2.997816810799118e-05,0.02522912963959072,-0.006554044903631437,0.003162421871502019,-0.028430316889277038
underdamped-008,underdamped,1.1821481244702472,0.18691403025111056,0.9745521495430428,0.9518630218752233,0.8411814032448438,0.6099899224370883,0.40841735513430266,0.17767250867389528,-0.10214409711538919,-0.3187257150433386,-0.49864141251292354,-0.5128577732065999,-0.5719499446971477,-0.5211735656723242,-0.47087874628063214,-0.3502733456486197,-0.20278860152728334,-0.09084845388627437,0.07785141005399926,0.13144868431076487,0.21724610106355863,0.273582009087103,0.31555222538680383,0.25556245809633776,0.2830953329927242,0.13557116262191066,0.11352912885412103,0.055226432291436894,-0.0703565107893137,-0.07373627221478127,-0.10470980146958155,-0.15000788971079734,-0.16846942956986777,-0.16156584703523583,-0.13765198858685454,-0.07596403777450253,-0.07372428420986232,-0.0399191179115404,0.039473457434854,0.06405429271067624,0.10268312138358782,0.05212367119862102,0.12504388103426486,0.08229721403852479,0.04775185236713149,0.08079400411882429,0.04645167622701402,-0.01843500323336479,-0.014182534612759996,-0.006085582406407997,-0.09211837958176927,-0.031014245076086112,-0.056621632880635216,-0.032724146258316864,-0.108471823415644,0.0160494224589586,-0.03857627950725627,-0.025425751007310957,-0.0034112574194597014,0.03026520527635505,0.01707993880701126,0.07264940449393331,0.020624900952815765,0.0758690238239679,0.016870161000841107,0.017807910189265225,-0.03657037077247197,-0.019738852267239395,0.0068309105256913576,-0.05113671533970908,0.03898380362276388,-0.007850007443414957,-0.025938578458434027,-0.017291116357352893,0.03756557579496262,0.01372933805426333,-0.06319619150144849,-0.015031376675818218,0.028627240944208824,-0.021425605613054132,0.017142659800288156,-0.06034181264323938,-0.009284354518395158,0.011351393992631553,0.02876446684132235,-0.009113255678205288,0.03123242008186646,-0.0432889562142321,-0.006173610455313662,0.0032869738580673337,-0.0506854956768737,0.034467335565752405,0.004145898134734533,-0.037653480422122756,0.012750623284907154,-0.028085165220695183,-0.0214614987725164,-0.04191963773803121,-0.010552386038584117,-0.0647493576634771,0.00839704923306872,0.05793314481876964
underdamped-009,underdamped,2.898104841826703,0.4582306099067198,0.986610524326473,0.8848366668633081,0.8216037429420915,0.6725452766535227,0.4996082707745874,0.3156366105469752,0.20302938621055,0.01831459721391368,-0.08957065227837786,-0.13623227884551575,-0.17200947231398683,-0.20434758969821162,-0.19728812939935242,-0.18690561815994006,-0.11393525023770873,-0.14701391210758558,-0.06159846861187222,-0.006453797663586582,-0.007988561554963825,-0.03801934304841298,0.023394192749949694,0.05816881546193205,0.045976125682369744,0.0052806518180395084,0.10205377806208038,0.055247585516522216,0.024907315049627336,0.09651593629604154,-0.0018447062732675039,-0.04381257313911669,-0.007611664991947222,-0.0034418681919308777,-0.054331028770105504,0.013000015714198267,0.022035153720681502,-0.049400628440962206,-0.025042449043544194,-0.040893875364753286,-0.04189613049852207,0.011757479997696746,0.002335689153504377,-0.006174101447497415,0.010295200801915783,-0.010265932978752227,-0.018053112927877774,-0.010500191174612159,-0.006151540809879884,0.0016418956543815771,0.016164894883032698,-0.021457213753961864,-0.00850978561381846,-0.017223089465516064,-0.018886586092728,0.023494705783614556,-0.021563427279357023,-0.004974111633713244,-0.03097550405710584,0.020827507942083906,0.032809984690664706,0.004920492875850382,0.05798429893400753,-0.06332731637421586,-0.020846477168406468,0.019673336292178777,-0.046730952305670405,-0.005006328982999357,0.0021994970578585126,-0.00741635980009531,-0.0013125355072426607,0.025527075783803435,0.03252865004997486,-0.04232243604351434,-0.039664953147187,0.013323443183221546,-0.035311533938238444,0.0573113738891211,-0.0031068815797082793,0.0069031399361319835,-0.0053083115873203005,-0.0110450631345548,-0.021982653779392854,0.050633827803412586,0.010934857514410501,-0.06052840817162461,-0.019100335720169944,0.015917112972893797,0.012592288952735094,0.03684986532271063,0.008065023323406013,-0.007631953771922743,-0.005244013162428436,0.00874671338040558,0.016321459908002597,-0.01919946049553417,-0.00977639180210664,0.017088581022789276,0.0043152427106241025,-0.003148746251074989,0.025178899532324675,-0.022236284386979364
