sample_id,label,max_abs,final_abs,mean_abs,std_response,zero_crossings
underdamped-000,underdamped,1.007326885200153,0.023647987533883,0.07679445620542732,0.19197044169152105,42
underdamped-001,underdamped,0.9920601892781136,0.0138141986574308,0.07927328702027245,0.19104826167160113,43
underdamped-002,underdamped,1.0086508563205103,0.0031711317584302,0.07637519580784946,0.1932331001219421,48
underdamped-003,underdamped,0.9897601450173882,0.0085244748498042,0.07335918235236924,0.1894839940708081,39
underdamped-004,underdamped,0.960771226033929,0.02415601724403,0.14088812984395468,0.24436193068802814,20
underdamped-005,underdamped,1.016605937762239,0.0105098857297623,0.08128321902580454,0.20198759250691387,41
underdamped-006,underdamped,0.9807830729438216,0.0140316203035651,0.07680744815147049,0.18680296445047398,39
underdamped-007,underdamped,1.0410292600696718,0.028430316889277,0.07737602946922127,0.19311593463840437,49
underdamped-008,underdamped,0.9745521495430428,0.0579331448187696,0.12830380573469605,0.232811112263551,30
underdamped-009,underdamped,0.986610524326473,0.0222362843869793,0.07649727177934489,0.18619409357159408,37
underdamped-010,underdamped,1.0181382693783707,0.0245171628373907,0.08188167820632941,0.1941097626105134,39
underdamped-011,underdamped,1.0051889095037676,0.0101737286435981,0.07858428833488146,0.19567452236544666,41
underdamped-012,underdamped,0.9702514890845042,0.0070799681624935,0.07552788489478951,0.18956209688632988,35
underdamped-013,underdamped,1.0506032275301866,0.0003333625568425,0.07614069428410232,0.1924578882179962,43
underdamped-014,underdamped,0.977707702578243,0.0069497534510042,0.07699388981276323,0.18808471775394633,35
underdamped-015,underdamped,0.9892416622303614,0.0250894460631205,0.09758563619714651,0.20487128802006685,36
underdamped-016,underdamped,0.9822385023525368,0.0029559274721664,0.07233925031680202,0.1846001940851672,39
underdamped-017,underdamped,0.9430543397085058,0.0211255879455839,0.1575722788213347,0.25908968285633377,18
underdamped-018,underdamped,0.9908454125773808,0.0070892442901774,0.07660336911698219,0.1936620115123784,41
underdamped-019,underdamped,0.9995681609257264,0.017863220868899,0.07374613316729318,0.19246613936575377,42
underdamped-020,underdamped,1.0077926822428278,0.0057186640910554,0.07562151862614869,0.1918628488326378,40
underdamped-021,underdamped,1.0032568620770306,0.0599112906430108,0.08043747738967381,0.18815003872286423,31
underdamped-022,underdamped,1.0322214568509385,0.0457793356099086,0.08466681633671232,0.1991771445701677,50
underdamped-023,underdamped,0.9870312676632422,0.0226907180971442,0.08053666267445635,0.1980047580935863,41
underdamped-024,underdamped,0.9861304688998948,0.0417480150350851,0.07591377466009984,0.19007757004249412,43
underdamped-025,underdamped,0.9888328879227144,0.0119096783556907,0.10636889223082241,0.21115436648127814,33
underdamped-026,underdamped,0.9719261774968888,0.0231418084309423,0.07867261133618872,0.1881997655267055,53
underdamped-027,underdamped,1.0110231301514376,0.0163231114590378,0.1796076667241389,0.2765620961506784,22
underdamped-028,underdamped,0.9833176372829018,0.0167998317404593,0.11477645795165041,0.22565155007686952,28
underdamped-029,underdamped,0.9761599753406188,0.0014344316334727,0.0717997468529676,0.1846255603664967,37
underdamped-030,underdamped,0.9685099600993852,0.0453576240536868,0.0752686189093522,0.19197369395546135,43
underdamped-031,underdamped,0.9555251773294864,0.0047793790736981,0.08042098459503212,0.19094763794287806,38
underdamped-032,underdamped,0.982091774466994,0.024782974222081,0.08580872398190814,0.19401909493131228,43
underdamped-033,underdamped,0.9703162362238952,0.0129021329277457,0.08243901877860656,0.19031589334539153,38
underdamped-034,underdamped,1.0159308367962694,0.0137605962312322,0.07776097915270588,0.1918812999184137,36
underdamped-035,underdamped,0.98825721917573,0.0384284369392601,0.10166161528601045,0.21236795929440905,39
underdamped-036,underdamped,1.0136497762501095,0.0510661040214583,0.12801482572016476,0.23141576232663952,31
underdamped-037,underdamped,1.0039044119968965,0.0474567085264644,0.08165621338290956,0.1942123209034563,39
underdamped-038,underdamped,0.9695203704925398,0.014961359861836,0.10005431851348794,0.20829005957913893,32
underdamped-039,underdamped,1.0477291592869755,0.0112440968202171,0.07340291538343821,0.19292426143529942,41
underdamped-040,underdamped,0.986891659797619,0.0134025203249384,0.07669442743982967,0.19086514274348831,39
underdamped-041,underdamped,1.0902846627535845,0.0071474234374914,0.07820199129561103,0.20070536127948713,43
underdamped-042,underdamped,1.0117981013713813,0.0302991599665315,0.07528928881863489,0.18770044362347363,40
underdamped-043,underdamped,1.013977757600954,0.0305481758832955,0.0879303292750568,0.20069588848032913,40
underdamped-044,underdamped,1.0425786861878774,0.0116961930561451,0.07298627389132947,0.1891061468081394,43
underdamped-045,underdamped,1.090887671905497,0.0126715048106224,0.0754558249122218,0.2008919908514006,44
underdamped-046,underdamped,1.0172262620026429,0.0224692658797514,0.07978128517724349,0.19094009339717974,48
underdamped-047,underdamped,0.995345960298305,0.0094624856031242,0.08738770251587882,0.1999089269592686,37
underdamped-048,underdamped,0.9604647732955484,0.065559836755548,0.073115236430903,0.188171592856929,43
underdamped-049,underdamped,0.9745510132840742,0.0058660408012816,0.12001096641263623,0.2266581062710922,29
underdamped-050,underdamped,1.0087093455557166,0.0024683941209493,0.10280343162287889,0.21271379098366103,30
underdamped-051,underdamped,1.024420853780506,0.0754894805620534,0.22375058101386167,0.31375424781895733,12
underdamped-052,underdamped,0.9906845667360816,0.0323374362693963,0.07562822861990519,0.1902402077419761,37
underdamped-053,underdamped,1.0209949815876969,0.0214624671532997,0.07695311938777413,0.1931355170570882,40
underdamped-054,underdamped,1.0116102524089527,0.0128873096349827,0.07538452699928447,0.19049557389408872,41
underdamped-055,underdamped,0.9901411633053392,0.037494936459419,0.07831848059551372,0.1934791086013338,47
underdamped-056,underdamped,0.9710195140067848,0.0266026178915304,0.0785222393319494,0.18879769616829828,50
underdamped-057,underdamped,0.9871095733087574,0.0253688983238156,0.07559281397694496,0.18525578637303994,39
underdamped-058,underdamped,1.0355137513275097,0.0315292933959124,0.11769945525485234,0.22562616670092586,26
underdamped-059,underdamped,0.953150256603956,0.0042197971687149,0.13094690019364175,0.23411311529784803,32
underdamped-060,underdamped,1.0157438456288876,0.0225555209112211,0.07148843250064442,0.1864069133150221,35
underdamped-061,underdamped,0.9630678927065368,0.0305794514659251,0.07573004129904208,0.1872683876692848,41
underdamped-062,underdamped,1.00851547290664,0.0535624105930551,0.07500911737868667,0.18669378579623389,44
underdamped-063,underdamped,0.9933151850555426,0.0064193730647649,0.07852862074637483,0.19571545308585306,41
underdamped-064,underdamped,1.0117584526983494,0.0144469520378644,0.07169691377875387,0.1896062556225047,41
underdamped-065,underdamped,0.9654894952366836,0.0060512690203485,0.07194663007088707,0.18508662465185957,42
underdamped-066,underdamped,1.0315247856504155,0.0014132058163722,0.0753249786580304,0.1906943226414472,45
underdamped-067,underdamped,1.0081277498885215,0.0322193778542599,0.09142949293858804,0.19980631194712092,32
underdamped-068,underdamped,1.0297668745452466,0.0604964194281367,0.1998819098762593,0.29401709017796096,12
underdamped-069,underdamped,0.9956869173878332,0.0096519589853381,0.07691413334603392,0.1913017612141496,38
underdamped-070,underdamped,1.0075705476024162,0.0190752788099473,0.10198654786573234,0.21140893735054905,33
underdamped-071,underdamped,0.9590666815651948,0.0224049647690313,0.08059771996106667,0.1919848798090279,42
underdamped-072,underdamped,1.0228101570049395,0.0038098892212626,0.07568148956405718,0.1942012187247142,42
underdamped-073,underdamped,0.9701939035208598,0.00231006950198,0.09398897619900498,0.20257013608678867,35
underdamped-074,underdamped,1.0056034420121018,0.0426931154678774,0.16280865635216002,0.262876812790304,22
underdamped-075,underdamped,1.032535942522813,0.0064494700085359,0.09431350914475961,0.20397180334049375,43
underdamped-076,underdamped,0.9892840377411866,0.0018863621277867,0.09029423541795994,0.20075327412967495,40
underdamped-077,underdamped,0.9900735135045168,0.0316866887495154,0.07645206479353735,0.1913752995224587,47
underdamped-078,underdamped,1.0254500522545111,0.000340196079851,0.07976551191631184,0.19169423530626623,38
underdamped-079,underdamped,0.9994125626782848,0.0328526326266103,0.07470818501955591,0.18959705809695218,41
underdamped-080,underdamped,1.026840268715939,0.0075100047773177,0.06944027266523194,0.18816970148409298,47
underdamped-081,underdamped,0.9874524537623576,0.0477339496920115,0.08055314463921408,0.1895847622315666,42
underdamped-082,underdamped,1.004565055724313,0.0022468184742772,0.0760983702216322,0.19030994376024782,56
underdamped-083,underdamped,1.057397817429956,0.0524958724982724,0.10989777602889081,0.21939195240661793,28
underdamped-084,underdamped,0.981454739150966,0.0164855563366779,0.20325877441403115,0.29924218295552263,11
underdamped-085,underdamped,0.9943759600072138,0.0034942628324952,0.1410917395127692,0.2467883106924548,24
underdamped-086,underdamped,1.045745484243307,0.0236944627777888,0.07356161478666096,0.19030715604453816,37
underdamped-087,underdamped,0.9982550968000828,0.0207910099464937,0.07787238023449523,0.19195504661177004,43
underdamped-088,underdamped,0.9737874647411596,0.0212412269371148,0.1126673970645032,0.22421008532229292,33
underdamped-089,underdamped,0.9902081687624624,0.0216473142661559,0.07904685583866883,0.1909751074698017,37
underdamped-090,underdamped,0.9542884882382192,0.0018194755281305,0.1169328514551037,0.22052211193492138,30
underdamped-091,underdamped,1.0131654454289694,0.0803043619908676,0.07400577293092747,0.19145000300768053,34
underdamped-092,underdamped,1.015560427950611,0.0498607144100778,0.07827272383136843,0.19003192689740178,47
underdamped-093,underdamped,0.9943038737352772,0.0114832062878484,0.08335957357544176,0.19246828963779028,45
underdamped-094,underdamped,1.0501033843350551,0.0349933155008173,0.08837603473798868,0.19837133549115543,34
underdamped-095,underdamped,0.987237786364662,0.0252792996105004,0.07325061316627088,0.19006474595694034,34
underdamped-096,underdamped,0.9654757058730752,0.0293600312825837,0.0837081794963105,0.19222286026263385,39
underdamped-097,underdamped,1.0159923263990325,0.0111564812694805,0.14323017162610943,0.249072722602019,23
underdamped-098,underdamped,1.0046307648649702,0.0965418635592711,0.12562991575283824,0.2343632347853929,32
underdamped-099,underdamped,0.987744380390543,0.0466590488485757,0.07971912445080602,0.1956549793461241,48
near_critical-000,near_critical,1.0087894851901913,0.0782987906178137,0.08868974450253374,0.20202589879463548,44
near_critical-001,near_critical,0.9443764015241825,0.0445301307123968,0.08542646068677144,0.19800388314700157,35
near_critical-002,near_critical,0.9887508923333804,0.0658956436113502,0.08979713725383215,0.20256723101101173,35
near_critical-003,near_critical,1.000140135972444,0.0083252176247601,0.086084329771656,0.20378147894139423,48
near_critical-004,near_critical,0.9826940890743554,0.0319390936594221,0.08790032608273103,0.20136359964237255,38
near_critical-005,near_critical,0.9813546264735832,0.0333060937498306,0.08756393791329276,0.20335876026299965,40
near_critical-006,near_critical,0.971699833846537,0.0659662824892582,0.08762868921429588,0.20102409724270554,41
near_critical-007,near_critical,1.0202305204877886,0.04194444095458,0.08780125077919315,0.2031835267010937,42
near_critical-008,near_critical,1.0345861074433431,0.0007389503298077,0.08416103962518905,0.20309110488743004,40
near_critical-009,near_critical,0.9926544428867656,0.0615606418338346,0.08850483484248763,0.20019612668140369,42
near_critical-010,near_critical,1.0145605182224076,0.0203069652079809,0.08947016909277367,0.20460277518730355,43
near_critical-011,near_critical,1.017028839286657,0.0338418859740951,0.08720080587382643,0.20351870622250257,42
near_critical-012,near_critical,1.0180632850133688,0.0146847602926249,0.08441785017070833,0.1996771912394016,46
near_critical-013,near_critical,1.0183727194801226,0.0577333057048053,0.09036742743662617,0.20433443294134856,43
near_critical-014,near_critical,0.9747750597036658,0.0213236106099503,0.08589044861468731,0.19729324381493685,43
near_critical-015,near_critical,1.0274337384429622,0.0360643234425573,0.08619686408652504,0.2021225422639874,39
near_critical-016,near_critical,0.9798495422410968,0.0264472379538015,0.08381621785591774,0.2010085649529828,43
near_critical-017,near_critical,0.9777739087941956,0.0216509779914472,0.08696345383642366,0.20033089999464784,28
near_critical-018,near_critical,0.9981326791984066,0.0324301179741121,0.08820513371612977,0.20119634839172895,53
near_critical-019,near_critical,1.0308948517435264,0.0034105949592946,0.08575310440496314,0.2023878472705491,47
near_critical-020,near_critical,0.9985120202997184,0.0166035522772154,0.08885551415442051,0.20025632990268366,47
near_critical-021,near_critical,1.048087995095765,0.0348038006059049,0.08683738181204795,0.20112500636001038,49
near_critical-022,near_critical,1.008060205409028,0.0037491427362178,0.08682190896027815,0.1977749941427604,46
near_critical-023,near_critical,0.9992865236060088,0.0374716693953269,0.08533969662912376,0.20197679679528854,43
near_critical-024,near_critical,0.9981350120121916,0.0306757832152127,0.08683686860724507,0.20276391269637634,45
near_critical-025,near_critical,0.974896590125243,0.0283314345026325,0.08815631797352562,0.20034232129648213,35
near_critical-026,near_critical,0.9486961030181466,0.0218626596787966,0.08500231098422122,0.19675895409373695,44
near_critical-027,near_critical,0.9791696107847184,0.051821825152529,0.08422543850404987,0.1953626498264457,38
near_critical-028,near_critical,1.0426457209020958,0.0079067143088574,0.08373257684527743,0.19961428268287756,38
near_critical-029,near_critical,1.0070336135849542,0.029997964112992,0.08363612497748768,0.19945604927047625,42
near_critical-030,near_critical,0.9836375313335431,0.0123810523380961,0.08322353525591458,0.2018013702120269,43
near_critical-031,near_critical,0.9716288777509094,0.0516362782331983,0.08532834808551425,0.19986161884910197,47
near_critical-032,near_critical,0.9797746153624172,0.0093065537209314,0.08229847972227435,0.19626894581074314,42
near_critical-033,near_critical,0.9494592758556702,0.0547351869030653,0.08383685574293448,0.19467690551573155,50
near_critical-034,near_critical,1.0632077755972666,0.0048869034373667,0.08840845734761033,0.20544527520217318,34
near_critical-035,near_critical,1.0096588537240767,0.0092148809275527,0.08886191291117564,0.2035769239377033,38
near_critical-036,near_critical,0.9802233843651892,0.054710549572367,0.08805121752156846,0.1992593959988726,38
near_critical-037,near_critical,1.0559845532322212,0.0333980556628173,0.08510155895907999,0.20440218299612764,36
near_critical-038,near_critical,1.0212718357059436,0.0304578697516112,0.08459057290743324,0.20082147758808808,41
near_critical-039,near_critical,0.9448974532080342,0.0448869489297367,0.08544132106781711,0.1958275371615457,40
near_critical-040,near_critical,1.002477050871817,0.0770235055318767,0.08557817377545202,0.2013348345345058,42
near_critical-041,near_critical,1.003495652757933,0.0247249591923494,0.08566434093409382,0.2037068818790194,50
near_critical-042,near_critical,1.0034568171788487,0.0335422011025598,0.0901711884020243,0.20410580141844062,42
near_critical-043,near_critical,0.9806276166320712,0.0016888016030883,0.08567076538295312,0.19866396551022536,39
near_critical-044,near_critical,0.9458091466111676,0.0243955542831958,0.0860329722361294,0.19500152644289184,38
near_critical-045,near_critical,1.0273282939244712,0.0059598209378052,0.08632664036069553,0.20071337990675983,37
near_critical-046,near_critical,1.0125115367212132,0.0028311790048851,0.08826025003330804,0.20091856407613734,48
near_critical-047,near_critical,0.9906887037663406,0.0038150300264203,0.08754261598469533,0.1998071948827961,41
near_critical-048,near_critical,0.9786866984431712,0.018343787754675,0.08828424897813142,0.20456016070362412,41
near_critical-049,near_critical,1.0160646387392749,0.0403200960647105,0.08915602955824649,0.20433066346592121,39
near_critical-050,near_critical,1.0479047397015004,0.0497953211457765,0.0886890507090917,0.2016126689285082,34
near_critical-051,near_critical,1.0561365344380789,0.012256329102834,0.08769582538651464,0.20113234394734641,30
near_critical-052,near_critical,1.0027524339542158,0.033337476499356,0.08648309294777601,0.19994247099431273,45
near_critical-053,near_critical,1.003150264599031,0.0158198583303681,0.08620090778290095,0.20044001378922557,42
near_critical-054,near_critical,1.0344684865471434,0.0042204377939469,0.0864669374928788,0.20171621959355068,34
near_critical-055,near_critical,0.9731074350270992,0.0031347879887368,0.08717281723266902,0.20271304684927652,40
near_critical-056,near_critical,1.004128178241331,0.0406832376494128,0.08687964888605676,0.20281336257493307,41
near_critical-057,near_critical,1.0057811737236106,0.0096021285176068,0.084938695813646,0.19895359198312615,44
near_critical-058,near_critical,0.9743107171772892,0.0141779301416022,0.08518269466087569,0.20000701093878337,43
near_critical-059,near_critical,1.0272432108036045,0.0402886527068865,0.08849481020998472,0.2068229295209601,42
near_critical-060,near_critical,1.0057872998162705,0.0112771101864205,0.0833594710609276,0.20031975391365325,40
near_critical-061,near_critical,0.9946059558966373,0.0031103820082805,0.09080041728891451,0.20713876659414518,40
near_critical-062,near_critical,0.987852778049884,0.0271842002688464,0.08618942994398525,0.20068695110102733,41
near_critical-063,near_critical,0.9995839681108096,0.0080772465051559,0.08497973534145344,0.2044717179702115,39
near_critical-064,near_critical,0.9971668153460502,0.0334324640336208,0.08845560950953069,0.20381962081964894,35
near_critical-065,near_critical,0.9822163276621192,0.0754936913685421,0.08472025918031992,0.19934850795432107,44
near_critical-066,near_critical,1.0181567831020006,0.0117150263398599,0.08693937115916707,0.20298688492874423,43
near_critical-067,near_critical,0.9886245762546974,0.0056048647255664,0.08753605038692429,0.205447981171599,37
near_critical-068,near_critical,1.0310704743544916,0.028407944780445,0.08675733759382409,0.2046892695818379,41
near_critical-069,near_critical,1.022041145332357,0.0349369133692196,0.08847752132523592,0.2040018330341525,39
near_critical-070,near_critical,1.0317884669209032,0.0059304954380056,0.08687248695662733,0.20349117321385046,33
near_critical-071,near_critical,1.012302455668354,0.01261472790337,0.08792253148500447,0.20084777821867425,37
near_critical-072,near_critical,1.0295097142582603,0.0180781027672318,0.08839760865941297,0.19830551040955713,40
near_critical-073,near_critical,0.9600415967870656,0.0106000373230028,0.08733458938152486,0.198331642270153,35
near_critical-074,near_critical,0.9820615646155644,0.0043646621326266,0.08854030021439831,0.20046134443682534,44
near_critical-075,near_critical,1.0104455130546866,0.0102266403676011,0.08644062718255448,0.20292670386462416,37
near_critical-076,near_critical,1.006719999107786,0.0202623707868672,0.0825039243738883,0.1979751239081986,41
